name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"33.9804357,74.9374944",15/07/17,30.5,15.3,21.5,31.5,15.3,21.6,16.7,76.7,1.7,100,58.33,rain,0,0,,17.3,240.2,,38.2,3.5,288.2,25,9,,2017-07-15T05:30:05,2017-07-15T19:42:04,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",16/07/17,30.6,14.9,21.5,31.2,14.9,21.5,16.5,76.1,3,100,70.83,rain,0,0,,15.5,248.3,,51.6,4,307.8,26.6,9,,2017-07-16T05:30:42,2017-07-16T19:41:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",17/07/17,28.7,15.5,21.2,29.7,15.5,21.3,17.1,79,4,100,4.17,rain,0,0,,16.9,242.6,,38.8,3.4,314.7,27.4,9,,2017-07-17T05:31:20,2017-07-17T19:41:10,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",18/07/17,24.2,15.3,20.3,24.2,15.3,20.3,17,83,3,100,4.17,rain,0,0,,16.9,230,,63.2,3.7,259.7,22.6,8,,2017-07-18T05:31:58,2017-07-18T19:40:40,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",19/07/17,27.8,15.3,20.3,28.7,15.3,20.4,16.2,79,3.5,100,41.67,rain,0,0,,14,211.8,,53.4,3.2,298.9,25.8,9,,2017-07-19T05:32:37,2017-07-19T19:40:09,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",20/07/17,29.1,15.3,20.9,30.6,15.3,21.1,16.4,77.6,0.8,100,33.33,rain,0,0,,17.6,225.1,,39.5,3.8,299.7,25.8,9,,2017-07-20T05:33:16,2017-07-20T19:39:36,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",21/07/17,27.7,14.6,20.8,29.1,14.6,20.9,16.5,78.1,0.5,100,20.83,rain,0,0,,17.3,232.2,,35.5,3.6,307.7,26.7,9,,2017-07-21T05:33:56,2017-07-21T19:39:02,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42044099999,42045099999,42027099999,remote"
"33.9804357,74.9374944",22/07/17,29.8,15.6,20.9,29.7,15.6,20.9,16.5,78.3,0.3,100,4.17,rain,0,0,,18.4,228.3,,45.4,3.4,273.1,23.5,8,,2017-07-22T05:34:37,2017-07-22T19:38:26,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",23/07/17,28.3,15.1,20.5,29,15.1,20.6,16.4,79,5.7,100,66.67,rain,0,0,,18,217,,53.5,3.6,280.5,24.1,9,,2017-07-23T05:35:17,2017-07-23T19:37:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",24/07/17,29.6,15.1,20.7,29.7,15.1,20.8,15.7,75.2,2.3,100,54.17,rain,0,0,,18.4,225.1,,34,3.8,311.9,27,9,,2017-07-24T05:35:58,2017-07-24T19:37:10,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",25/07/17,28.2,14.4,20.6,29.6,14.4,20.8,16.2,77.8,3.6,100,41.67,rain,0,0,,17.3,246.8,,34.6,3.5,289.2,25,9,,2017-07-25T05:36:40,2017-07-25T19:36:29,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",26/07/17,30.2,14.8,21.2,31.7,14.8,21.3,16.2,75.6,1.5,100,16.67,rain,0,0,,17.6,248,,33.7,3.4,288.7,24.9,9,,2017-07-26T05:37:21,2017-07-26T19:35:47,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42044099999,42045099999,42027099999,remote"
"33.9804357,74.9374944",27/07/17,29.4,15.5,20.9,30,15.5,21,16.7,79.2,1.4,100,41.67,rain,0,0,,20.5,229.9,,53.7,3.5,230.3,19.9,7,,2017-07-27T05:38:03,2017-07-27T19:35:04,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",28/07/17,29.9,16.3,21.4,31.4,16.3,21.5,17.5,80.5,1.5,100,58.33,rain,0,0,,18.7,238.6,,68.8,4,208.2,18.1,7,,2017-07-28T05:38:45,2017-07-28T19:34:20,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",29/07/17,28.1,16.9,20.9,29.7,16.9,21.1,17.9,84,2.9,100,66.67,rain,0,0,,21.6,210.4,,89.9,3.2,156.2,13.5,4,,2017-07-29T05:39:28,2017-07-29T19:33:33,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",30/07/17,30.7,16.3,22,32.8,16.3,22.3,18,80.3,1.9,100,58.33,rain,0,0,,22.3,234.3,,62.1,2.9,234.3,20.3,7,,2017-07-30T05:40:10,2017-07-30T19:32:46,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",31/07/17,30.8,16.4,21.1,32.4,16.4,21.3,17.6,82.3,5.9,100,75,rain,0,0,,18,212.4,,62.7,3.4,200.6,17.5,6,,2017-07-31T05:40:53,2017-07-31T19:31:57,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",01/08/17,4,-8.8,-3.1,4,-8.8,-3.7,-4.4,91,0.4,100,4.17,rain,0,0,,11.2,162.6,,61.8,2.1,114.6,9.8,5,,2017-01-08T07:36:23,2017-01-08T17:37:40,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",02/08/17,9.5,-2.9,1.4,9.5,-6.4,-0.9,-2.1,78.6,0,0,0,,0,0,,17.3,155.4,,76.3,3.9,140.4,12.1,6,,2017-02-08T07:21:44,2017-02-08T18:07:31,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42045099999,42044099999,42027099999,remote"
"33.9804357,74.9374944",03/08/17,5.2,-0.1,1.9,5.2,-2.6,0.5,0.7,91.6,6,100,8.33,rain,0,0,,19.1,198.5,,87.9,2.8,104.8,9.1,4,,2017-03-08T06:50:08,2017-03-08T18:32:22,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",04/08/17,11.2,0.8,6.2,11.2,-0.9,5.2,0,65.6,0.9,100,25,rain,0,0,,18.7,209.6,,42.7,3.8,256.2,22,8,,2017-04-08T06:08:27,2017-04-08T18:56:14,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42045099999,42044099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",05/08/17,26.7,10.8,18,26.9,10.8,18.1,9.4,59,0,0,0,,0,0,,14.8,79.7,,20.8,3.8,317.9,27.4,9,,2017-05-08T05:34:37,2017-05-08T19:19:20,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",06/08/17,25.4,9.9,17.6,25.4,8.9,17.6,9.9,63.8,2,100,4.17,rain,0,0,,14.8,285.9,,22.8,3.4,354.5,30.8,10,,2017-06-08T05:18:47,2017-06-08T19:40:00,0.46,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",07/08/17,31.8,14.9,21.5,32.9,14.9,21.6,15.5,71.3,0,0,0,,0,0,,17.6,239.4,,27.7,3.8,299.6,25.9,9,,2017-07-08T05:26:02,2017-07-08T19:44:24,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",08/08/17,31.3,15.8,21.7,32.4,15.8,21.8,17.4,78.6,2.9,100,66.67,rain,0,0,,21.6,241.4,,46.5,3.6,245.8,21.3,8,,2017-08-08T05:46:38,2017-08-08T19:24:39,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote"
"33.9804357,74.9374944",09/08/17,28.1,11.2,18.2,27.7,11.2,18.2,11.4,67.5,0,0,0,,0,0,,17.6,251.9,,9.6,3.8,291.6,25,9,,2017-09-08T06:08:29,2017-09-08T18:46:50,0.57,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",10/08/17,26,8.8,15.4,26,7.8,15.2,5.1,54.7,0,0,0,,0,0,,16.2,262.5,,13,2.9,229.1,19.8,8,,2017-10-08T06:29:41,2017-10-08T18:05:24,0.59,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",11/08/17,19.7,4.2,9.1,19.7,2.8,8.7,-1.6,51.6,0,0,0,,0,0,,15.5,164,,7.1,2.1,173.1,14.9,7,,2017-11-08T06:55:58,2017-11-08T17:31:33,0.64,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",12/08/17,16.1,0.4,6.3,16.1,-3.1,5.3,-8.8,40.6,0,0,0,,0,0,,10.8,42.6,,3.8,2.1,164.3,14.3,6,,2017-12-08T07:23:10,2017-12-08T17:20:59,0.66,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",13/08/17,29.1,13.4,19.2,28.9,13.4,19.3,13.6,72.3,4,100,8.33,rain,0,0,,17.6,209.8,,32.7,3.4,303.1,26.3,10,,2017-08-13T05:50:14,2017-08-13T19:19:28,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",14/08/17,20.7,12.7,16.6,20.7,12.7,16.6,13.7,84,5,100,8.33,rain,0,0,,16.2,165.6,,63,3.2,178.5,15.4,6,,2017-08-14T05:50:58,2017-08-14T19:18:22,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",15/08/17,26.3,12.1,18.3,26.3,12.1,18.3,12.8,72.3,0,0,0,,0,0,,13.7,204,,22.6,4,298.5,25.8,9,,2017-08-15T05:51:41,2017-08-15T19:17:16,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42044099999,42045099999,42027099999,remote"
"33.9804357,74.9374944",16/08/17,28.9,12.9,19.3,28.9,12.9,19.3,13.2,70.4,0.1,100,4.17,rain,0,0,,16.6,256.2,,16.2,3.6,311.2,26.9,10,,2017-08-16T05:52:24,2017-08-16T19:16:08,0.8,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",17/08/17,29.9,13.1,19.6,29.1,13.1,19.6,13.2,69.1,0,0,0,,0,0,,17.6,258.5,,12.5,3.6,284.5,24.6,9,,2017-08-17T05:53:07,2017-08-17T19:15:00,0.84,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",18/08/17,30.9,11.7,20,30.7,11.7,20,13.3,68.6,0,0,0,,0,0,,17.3,257.5,,8.7,3.6,309.7,26.8,10,,2017-08-18T05:53:50,2017-08-18T19:13:50,0.88,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote"
"33.9804357,74.9374944",19/08/17,29.9,13.5,20,29.8,13.5,20.1,14.1,70.6,1.7,100,50,rain,0,0,,15.8,233.3,,25.1,3.6,267.9,23.1,9,,2017-08-19T05:54:32,2017-08-19T19:12:40,0.91,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",20/08/17,29.5,13.5,19.9,29.6,13.5,19.9,13.9,71,1.4,100,41.67,rain,0,0,,15.1,228.9,,32.1,3.6,307.1,26.6,10,,2017-08-20T05:55:15,2017-08-20T19:11:29,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",21/08/17,29.9,14.5,20.2,30,14.5,20.2,14.7,73,2.1,100,41.67,rain,0,0,,15.5,218.2,,27.6,3.6,272.5,23.5,8,,2017-08-21T05:55:58,2017-08-21T19:10:17,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",22/08/17,28.6,13.8,20.2,28.8,13.8,20.2,14.2,71.2,0.4,100,16.67,rain,0,0,,16.6,233.1,,26.6,3.2,305,26.5,9,,2017-08-22T05:56:40,2017-08-22T19:09:04,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",23/08/17,31.1,14,20.3,30.5,14,20.3,14,70.3,0.7,100,16.67,rain,0,0,,17.6,230.8,,15.1,3.5,306.8,26.4,10,,2017-08-23T05:57:22,2017-08-23T19:07:50,0.05,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",24/08/17,27.7,14.2,19.6,28.1,14.2,19.6,14.7,75.8,3.5,100,58.33,rain,0,0,,15.8,243.7,,38.4,3.7,254.1,22,8,,2017-08-24T05:58:05,2017-08-24T19:06:36,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",25/08/17,24.4,13.1,17.3,24.4,13.1,17.3,14.3,83.4,5,100,8.33,rain,0,0,,14.4,246.5,,44.9,3.9,171.7,14.7,5,,2017-08-25T05:58:47,2017-08-25T19:05:21,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42044099999,42045099999,42027099999,remote"
"33.9804357,74.9374944",26/08/17,25.6,11.8,18,25.6,11.8,18,11.9,70.9,1.2,100,25,rain,0,0,,14,232.6,,29,3.2,288.6,24.8,9,,2017-08-26T05:59:29,2017-08-26T19:04:05,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",27/08/17,28.1,11.8,18.3,27.6,11.8,18.3,11.4,68.2,0,0,0,,0,0,,15.8,221.2,,11.3,3.5,310.7,26.7,10,,2017-08-27T06:00:11,2017-08-27T19:02:49,0.18,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",28/08/17,29.2,12.7,18.6,28.5,12.7,18.5,11.8,68.2,0.9,100,16.67,rain,0,0,,15.1,203.4,,15.2,3.8,302.7,26,9,,2017-08-28T06:00:53,2017-08-28T19:01:32,0.21,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"42044099999,42045099999,42027099999,remote"
"33.9804357,74.9374944",29/08/17,27.6,13.2,19.1,27.9,13.2,19.1,13.2,70.4,0.7,100,29.17,rain,0,0,,12.6,204.5,,30.6,3.6,272.3,23.4,8,,2017-08-29T06:01:35,2017-08-29T19:00:14,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",30/08/17,25.1,13.7,18.9,25.1,13.7,18.9,14.5,76.6,4.6,100,58.33,rain,0,0,,9.7,190.1,,55,3.5,189.7,16.4,7,,2017-08-30T06:02:17,2017-08-30T18:58:56,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote"
"33.9804357,74.9374944",31/08/17,26,14.1,19.2,26,14.1,19.2,14.8,77.2,1.2,100,8.33,rain,0,0,,13.7,225.4,,50.1,3.7,210.9,18.3,7,,2017-08-31T06:02:58,2017-08-31T18:57:37,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",01/09/17,4.2,-9.6,-3.4,4.2,-13.3,-4.9,-5.4,86.5,1.3,100,41.67,"rain,snow",0,0,,14.4,139.1,,49.1,3.3,124.3,10.8,5,,2017-01-09T07:36:21,2017-01-09T17:38:33,0.39,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"42045099999,42044099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",02/09/17,10.8,-6.6,0.5,10.8,-11.3,-0.5,-3.3,77.2,0,0,0,,0,0,,10.1,58,,30,4,172.4,14.8,6,,2017-02-09T07:20:50,2017-02-09T18:08:29,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",03/09/17,8.2,-0.6,1.8,8.2,-4.8,-0.7,0.6,91.9,9,100,8.33,rain,0,0,,16.2,181.9,,82.2,3,134.3,11.7,5,,2017-03-09T06:48:50,2017-03-09T18:33:10,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",04/09/17,15.6,-0.9,7.3,15.6,-4.3,6.5,-1,57.4,0,0,0,,0,0,,11.5,330.1,,14.8,4,323.7,27.9,10,,2017-04-09T06:07:09,2017-04-09T18:57:00,0.43,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",05/09/17,24.9,13.3,17.9,24.9,13.3,17.9,8.9,57.1,0,0,0,,0,0,,6.8,347.8,,44.3,4,277,24.1,8,,2017-05-09T05:33:45,2017-05-09T19:20:06,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",06/09/17,25.1,11.8,16.7,25.1,11.8,16.7,9.7,64.9,2,100,4.17,rain,0,0,,11.9,270.8,,43.3,4,241.5,20.8,7,,2017-06-09T05:18:41,2017-06-09T19:40:29,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",07/09/17,31.4,16.2,21.9,32.4,16.2,22,16,71.3,0,0,0,,0,0,,18,247.5,,37.2,4,257.4,22.3,8,,2017-07-09T05:26:35,2017-07-09T19:44:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42044099999,42045099999,42027099999,remote"
"33.9804357,74.9374944",08/09/17,31.7,15.8,21.9,33.2,15.8,22.1,17.1,76.6,2.5,100,54.17,rain,0,0,,19.1,245.8,,34.8,3.6,274,23.8,9,,2017-08-09T05:47:21,2017-08-09T19:23:39,0.55,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"42044099999,42045099999,42027099999,remote"
"33.9804357,74.9374944",09/09/17,29.3,12.2,19,28.7,12.2,19,12.5,69.3,0,0,0,,0,0,,17.3,251.4,,7.7,3.8,285.1,24.6,9,,2017-09-09T06:09:10,2017-09-09T18:45:28,0.61,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote"
"33.9804357,74.9374944",10/09/17,25.2,9.1,15.1,25.2,8.2,15,5,53.9,0,0,0,,0,0,,17.3,267.1,,18.7,2.8,202.9,17.6,7,,2017-10-09T06:30:26,2017-10-09T18:04:05,0.62,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",11/09/17,22.4,3.5,8.8,22.4,1.8,8.3,-2.4,49.5,0,0,0,,0,0,,16.2,161.3,,1.2,2.3,173.8,15,7,,2017-11-09T06:56:54,2017-11-09T17:30:47,0.68,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",12/09/17,12.5,1.7,6.3,12.5,1.7,5.7,-7.3,41.8,0,0,0,,0,0,,10.8,122.8,,80.2,2.1,84.2,7.3,4,,2017-12-09T07:23:57,2017-12-09T17:21:06,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",13/09/17,24.9,9.6,17,24.9,8.9,17,9.1,63.3,0,0,0,,0,0,,15.5,211.9,,16.1,3.5,282,24.2,9,,2017-09-13T06:11:55,2017-09-13T18:39:55,0.75,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",14/09/17,22.9,9.6,16.3,22.9,9.1,16.3,9,64,0.3,100,4.17,rain,0,0,,14.8,194.3,,28.7,3.6,248.3,21.5,8,,2017-09-14T06:12:36,2017-09-14T18:38:31,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",15/09/17,26.2,9.5,16,26.2,8.6,16,8.6,64.3,0,0,0,,0,0,,14.4,183.1,,10.6,3.2,272.9,23.7,9,,2017-09-15T06:13:17,2017-09-15T18:37:07,0.82,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",16/09/17,26.5,10.3,16.5,26.5,10.3,16.5,8,60.7,0,0,0,,0,0,,16.9,173.7,,10.3,3.5,280.8,24.2,9,,2017-09-16T06:13:58,2017-09-16T18:35:43,0.86,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",17/09/17,27.5,11.1,17.2,26.7,11.1,17.2,7.6,56.8,0,0,0,,0,0,,15.5,199.8,,14.8,3.6,284.8,24.6,9,,2017-09-17T06:14:40,2017-09-17T18:34:19,0.89,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote"
"33.9804357,74.9374944",18/09/17,28.8,10.6,17.8,28,10.6,17.7,7,52.2,0,0,0,,0,0,,15.8,196.5,,7.9,3.8,289.6,25.1,9,,2017-09-18T06:15:21,2017-09-18T18:32:55,0.93,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",19/09/17,29,9.9,17.9,27.8,9,17.8,7.1,52.8,0,0,0,,0,0,,19.1,242.9,,2.3,3.4,287.6,24.9,9,,2017-09-19T06:16:02,2017-09-19T18:31:31,0.97,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",20/09/17,28.7,10.6,18,28.9,10.6,18,8.6,57.2,0,0,0,,0,0,,18,218.9,,3.6,3.6,277.3,23.8,9,,2017-09-20T06:16:44,2017-09-20T18:30:07,0,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",21/09/17,28.8,11.9,17.8,28.1,11.9,17.8,9.2,59.4,0,0,0,,0,0,,15.5,197.5,,18.2,3.6,254.4,22.1,8,,2017-09-21T06:17:26,2017-09-21T18:28:43,0.03,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",22/09/17,28.1,11.5,17.5,27.3,11.5,17.5,9.1,60.5,0.1,100,4.17,rain,0,0,,14.4,197.7,,15.5,3.6,263.8,23,9,,2017-09-22T06:18:07,2017-09-22T18:27:19,0.07,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",23/09/17,28.9,11.7,17.6,27.5,11.7,17.5,7.8,56.6,0.2,100,8.33,rain,0,0,,17.3,245.7,,23.3,3.4,250.2,21.7,8,,2017-09-23T06:18:49,2017-09-23T18:25:55,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",24/09/17,28,9.6,16.6,27.2,9,16.5,8.4,61.5,0,0,0,,0,0,,18,252.1,,23.6,3.5,252.9,21.7,9,,2017-09-24T06:19:31,2017-09-24T18:24:31,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42044099999,42045099999,42042099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",25/09/17,27.4,9.4,16.8,26.7,8.8,16.7,7.9,59.5,0,0,0,,0,0,,17.3,251.3,,14,4,250.3,21.6,8,,2017-09-25T06:20:14,2017-09-25T18:23:07,0.16,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",26/09/17,27.4,10.5,17.1,26.8,10.5,17.1,8.5,60.1,0,0,0,,0,0,,16.2,232.3,,10.2,3.4,250.4,21.8,8,,2017-09-26T06:20:56,2017-09-26T18:21:43,0.19,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",27/09/17,29.2,11.4,17.5,28.2,11.4,17.4,9.1,60.5,0.5,100,20.83,rain,0,0,,15.8,245.9,,31.6,3.8,210.3,18.2,8,,2017-09-27T06:21:38,2017-09-27T18:20:20,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42044099999,42045099999,42027099999,remote"
"33.9804357,74.9374944",28/09/17,28.3,11.1,17.2,27.5,11.1,17.2,7.4,56.3,0,0,0,,0,0,,18.7,253.3,,7.1,3.2,261.1,22.5,9,,2017-09-28T06:22:21,2017-09-28T18:18:57,0.25,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
"33.9804357,74.9374944",29/09/17,27.5,9.3,16.9,26.9,8.6,16.8,5.8,52.5,0,0,0,,0,0,,17.3,268.8,,4.2,3.4,266.2,23,9,,2017-09-29T06:23:04,2017-09-29T18:17:34,0.29,Clear,Clear conditions throughout the day.,clear-day,"42044099999,42045099999,42027099999,remote,42026099999"
